Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2014,NM,New Mexico,Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,Overall,Overall,"6,826",76.7,75.4,78.1,481,%,Crude Prevalence,,,BRFSS,CLASS15,Topic23,35,BO1,CAT1,_TOTINDA,RESP046,"(34.52088095200048, -106.24058098499967)"
2014,NY,New York,Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,Overall,Overall,"5,122",74.1,72.8,75.5,481,%,Crude Prevalence,,,BRFSS,CLASS15,Topic23,36,BO1,CAT1,_TOTINDA,RESP046,"(42.82700103200045, -75.54397042699964)"
2014,NC,North Carolina,Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,Overall,Overall,"5,493",76.8,75.7,78,481,%,Crude Prevalence,,,BRFSS,CLASS15,Topic23,37,BO1,CAT1,_TOTINDA,RESP046,"(35.466220975000454, -79.15925046299964)"
2014,ND,North Dakota,Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,Overall,Overall,"5,940",78.7,77.3,80.1,479,%,Crude Prevalence,,,BRFSS,CLASS15,Topic23,38,BO1,CAT1,_TOTINDA,RESP046,"(47.47531977900047, -100.11842104899966)"
2014,OH,Ohio,Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,Overall,Overall,"7,837",75.1,73.8,76.3,481,%,Crude Prevalence,,,BRFSS,CLASS15,Topic23,39,BO1,CAT1,_TOTINDA,RESP046,"(40.06021014100048, -82.40426005599966)"
2014,OK,Oklahoma,Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,Overall,Overall,"5,785",71.7,70.5,72.9,482,%,Crude Prevalence,,,BRFSS,CLASS15,Topic23,40,BO1,CAT1,_TOTINDA,RESP046,"(35.47203135600046, -97.52107021399968)"
2014,OR,Oregon,Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,Overall,Overall,"4,319",83.5,82.2,84.8,480,%,Crude Prevalence,,,BRFSS,CLASS15,Topic23,41,BO1,CAT1,_TOTINDA,RESP046,"(44.56744942400047, -120.15503132599969)"
2014,PA,Pennsylvania,Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,Overall,Overall,"8,191",76.7,75.6,77.8,479,%,Crude Prevalence,,,BRFSS,CLASS15,Topic23,42,BO1,CAT1,_TOTINDA,RESP046,"(40.79373015200048, -77.86070029399963)"
2014,RI,Rhode Island,Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,Overall,Overall,"4,850",77.5,76,78.9,479,%,Crude Prevalence,,,BRFSS,CLASS15,Topic23,44,BO1,CAT1,_TOTINDA,RESP046,"(41.70828019300046, -71.52247031399963)"
2014,SC,South Carolina,Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,Overall,Overall,"8,087",74.7,73.5,75.8,482,%,Crude Prevalence,,,BRFSS,CLASS15,Topic23,45,BO1,CAT1,_TOTINDA,RESP046,"(33.998821303000454, -81.04537120699968)"
2014,SD,South Dakota,Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,Overall,Overall,"5,768",78.8,77.1,80.5,481,%,Crude Prevalence,,,BRFSS,CLASS15,Topic23,46,BO1,CAT1,_TOTINDA,RESP046,"(44.353130053000484, -100.3735306369997)"
2014,TN,Tennessee,Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,Overall,Overall,"3,523",73.2,71.5,74.9,481,%,Crude Prevalence,,,BRFSS,CLASS15,Topic23,47,BO1,CAT1,_TOTINDA,RESP046,"(35.68094058000048, -85.77449091399967)"
2014,TX,Texas,Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,Overall,Overall,"11,132",72.4,71.2,73.7,482,%,Crude Prevalence,,,BRFSS,CLASS15,Topic23,48,BO1,CAT1,_TOTINDA,RESP046,"(31.827240407000488, -99.42677020599967)"
2014,UT,Utah,Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,Overall,Overall,"12,443",83.2,82.5,84,482,%,Crude Prevalence,,,BRFSS,CLASS15,Topic23,49,BO1,CAT1,_TOTINDA,RESP046,"(39.360700171000474, -111.58713063499971)"
2014,VT,Vermont,Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,Overall,Overall,"5,226",81,79.9,82.2,478,%,Crude Prevalence,,,BRFSS,CLASS15,Topic23,50,BO1,CAT1,_TOTINDA,RESP046,"(43.62538123900049, -72.51764079099962)"
2014,VA,Virginia,Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,Overall,Overall,"7,122",76.5,75.3,77.6,481,%,Crude Prevalence,,,BRFSS,CLASS15,Topic23,51,BO1,CAT1,_TOTINDA,RESP046,"(37.54268067400045, -78.45789046299967)"
2014,WA,Washington,Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,Overall,Overall,"8,270",81.9,80.8,83,482,%,Crude Prevalence,,,BRFSS,CLASS15,Topic23,53,BO1,CAT1,_TOTINDA,RESP046,"(47.52227862900048, -120.47001078999972)"
2014,WV,West Virginia,Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,Overall,Overall,"4,368",71.3,69.9,72.6,478,%,Crude Prevalence,,,BRFSS,CLASS15,Topic23,54,BO1,CAT1,_TOTINDA,RESP046,"(38.66551020200046, -80.71264013499967)"
2014,WI,Wisconsin,Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,Overall,Overall,"5,482",78.8,77.4,80.2,480,%,Crude Prevalence,,,BRFSS,CLASS15,Topic23,55,BO1,CAT1,_TOTINDA,RESP046,"(44.39319117400049, -89.81637074199966)"
2014,WY,Wyoming,Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,Overall,Overall,"4,700",77.9,76.2,79.6,479,%,Crude Prevalence,,,BRFSS,CLASS15,Topic23,56,BO1,CAT1,_TOTINDA,RESP046,"(43.23554134300048, -108.10983035299967)"
2014,PR,Puerto Rico,Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,Overall,Overall,"3,471",59.4,57.8,60.9,449,%,Crude Prevalence,,,BRFSS,CLASS15,Topic23,72,BO1,CAT1,_TOTINDA,RESP046,"(18.220833, -66.590149)"
