Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2014,GA,Georgia,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,599,12.4,11.1,13.6,"2,748",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,13,BO1,CAT1,_SMOKER3,RESP068,"(32.83968109300048, -83.62758034599966)"
2014,HI,Hawaii,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,646,9.6,8.7,10.6,"2,752",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,15,BO1,CAT1,_SMOKER3,RESP068,"(21.304850435000446, -157.85774940299973)"
2014,ID,Idaho,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,541,11.1,9.8,12.3,"2,731",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,16,BO1,CAT1,_SMOKER3,RESP068,"(43.682630005000476, -114.3637300419997)"
2014,IL,Illinois,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,440,11.3,10,12.5,"2,743",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,17,BO1,CAT1,_SMOKER3,RESP068,"(40.48501028300046, -88.99771017799969)"
2014,IN,Indiana,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,"1,426",16.9,15.9,17.9,"2,749",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,18,BO1,CAT1,_SMOKER3,RESP068,"(39.766910452000445, -86.14996019399968)"
2014,IA,Iowa,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,894,13.7,12.7,14.8,"2,747",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,19,BO1,CAT1,_SMOKER3,RESP068,"(42.46940091300047, -93.81649055599968)"
2014,KS,Kansas,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,"1,501",13.1,12.4,13.9,"2,755",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,20,BO1,CAT1,_SMOKER3,RESP068,"(38.34774030000045, -98.20078122699965)"
2014,KY,Kentucky,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,"1,744",20.4,19.1,21.8,"2,750",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,21,BO1,CAT1,_SMOKER3,RESP068,"(37.645970271000465, -84.77497104799966)"
2014,LA,Louisiana,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,938,16.8,15.6,18,"2,750",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,22,BO1,CAT1,_SMOKER3,RESP068,"(31.31266064400046, -92.44568007099969)"
2014,ME,Maine,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,"1,008",14.7,13.6,15.8,"2,739",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,23,BO1,CAT1,_SMOKER3,RESP068,"(45.254228894000505, -68.98503133599962)"
2014,MD,Maryland,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,985,10,8.9,11.1,"2,755",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,24,BO1,CAT1,_SMOKER3,RESP068,"(39.29058096400047, -76.60926011099963)"
2014,MA,Massachusetts,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,"1,319",10,9.2,10.9,"2,755",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,25,BO1,CAT1,_SMOKER3,RESP068,"(42.27687047000046, -72.08269067499964)"
2014,MI,Michigan,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,920,15.6,14.5,16.8,"2,756",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,26,BO1,CAT1,_SMOKER3,RESP068,"(44.6613195430005, -84.71439026999968)"
2014,MN,Minnesota,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,"1,623",11.4,10.8,12.1,"2,757",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,27,BO1,CAT1,_SMOKER3,RESP068,"(46.35564873600049, -94.79420050299967)"
2014,MS,Mississippi,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,481,15.5,13.8,17.1,"2,722",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,28,BO1,CAT1,_SMOKER3,RESP068,"(32.745510099000455, -89.53803082499968)"
2014,MO,Missouri,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,937,15.8,14.5,17.1,"2,749",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,29,BO1,CAT1,_SMOKER3,RESP068,"(38.635790776000476, -92.56630005299968)"
2014,MT,Montana,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,859,14,12.7,15.2,"2,735",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,30,BO1,CAT1,_SMOKER3,RESP068,"(47.06652897200047, -109.42442064499971)"
2014,NE,Nebraska,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,"2,379",12.2,11.5,12.9,"2,755",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,31,BO1,CAT1,_SMOKER3,RESP068,"(41.6410409880005, -99.36572062299967)"
2014,NV,Nevada,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,405,10.8,9.2,12.5,"2,745",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,32,BO1,CAT1,_SMOKER3,RESP068,"(39.493240390000494, -117.07184056399967)"
2014,NH,New Hampshire,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,606,13,11.6,14.3,"2,729",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,33,BO1,CAT1,_SMOKER3,RESP068,"(43.65595011300047, -71.50036091999965)"
2014,NJ,New Jersey,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,"1,087",9.5,8.7,10.3,"2,753",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,34,BO1,CAT1,_SMOKER3,RESP068,"(40.13057004800049, -74.27369128799967)"
2014,NM,New Mexico,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,870,12.7,11.4,13.9,"2,745",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,35,BO1,CAT1,_SMOKER3,RESP068,"(34.52088095200048, -106.24058098499967)"
2014,NY,New York,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,549,9.5,8.5,10.4,"2,747",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,36,BO1,CAT1,_SMOKER3,RESP068,"(42.82700103200045, -75.54397042699964)"
2014,NC,North Carolina,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,784,13,12,14,"2,750",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,37,BO1,CAT1,_SMOKER3,RESP068,"(35.466220975000454, -79.15925046299964)"
2014,ND,North Dakota,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,839,14.4,13,15.8,"2,710",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,38,BO1,CAT1,_SMOKER3,RESP068,"(47.47531977900047, -100.11842104899966)"
2014,OH,Ohio,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,"1,378",15.6,14.4,16.8,"2,753",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,39,BO1,CAT1,_SMOKER3,RESP068,"(40.06021014100048, -82.40426005599966)"
2014,OK,Oklahoma,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,"1,030",15.1,14,16.2,"2,754",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,40,BO1,CAT1,_SMOKER3,RESP068,"(35.47203135600046, -97.52107021399968)"
2014,OR,Oregon,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,472,12.1,10.8,13.4,"2,742",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,41,BO1,CAT1,_SMOKER3,RESP068,"(44.56744942400047, -120.15503132599969)"
2014,PA,Pennsylvania,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,"1,275",13.9,13,14.9,"2,750",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,42,BO1,CAT1,_SMOKER3,RESP068,"(40.79373015200048, -77.86070029399963)"
2014,RI,Rhode Island,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,567,11.3,10,12.6,"2,738",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,44,BO1,CAT1,_SMOKER3,RESP068,"(41.70828019300046, -71.52247031399963)"
2014,SC,South Carolina,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,"1,258",14.8,13.8,15.9,"2,756",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,45,BO1,CAT1,_SMOKER3,RESP068,"(33.998821303000454, -81.04537120699968)"
2014,SD,South Dakota,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,804,12.9,11.5,14.3,"2,742",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,46,BO1,CAT1,_SMOKER3,RESP068,"(44.353130053000484, -100.3735306369997)"
2014,TN,Tennessee,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,752,18.7,17,20.5,"2,740",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,47,BO1,CAT1,_SMOKER3,RESP068,"(35.68094058000048, -85.77449091399967)"
2014,TX,Texas,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,"1,188",8.7,7.9,9.4,"2,754",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,48,BO1,CAT1,_SMOKER3,RESP068,"(31.827240407000488, -99.42677020599967)"
2014,UT,Utah,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,828,6.4,5.9,6.9,"2,754",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,49,BO1,CAT1,_SMOKER3,RESP068,"(39.360700171000474, -111.58713063499971)"
2014,VT,Vermont,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,621,11.7,10.7,12.8,"2,715",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,50,BO1,CAT1,_SMOKER3,RESP068,"(43.62538123900049, -72.51764079099962)"
2014,VA,Virginia,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,"1,056",14,13,15,"2,752",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,51,BO1,CAT1,_SMOKER3,RESP068,"(37.54268067400045, -78.45789046299967)"
2014,WA,Washington,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,805,10.9,9.9,11.9,"2,753",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,53,BO1,CAT1,_SMOKER3,RESP068,"(47.52227862900048, -120.47001078999972)"
2014,WV,West Virginia,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,"1,150",22.5,21.2,23.9,"2,734",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,54,BO1,CAT1,_SMOKER3,RESP068,"(38.66551020200046, -80.71264013499967)"
2014,WI,Wisconsin,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,739,12.9,11.6,14.1,"2,743",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,55,BO1,CAT1,_SMOKER3,RESP068,"(44.39319117400049, -89.81637074199966)"
2014,WY,Wyoming,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,646,14.3,12.6,16,"2,742",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,56,BO1,CAT1,_SMOKER3,RESP068,"(43.23554134300048, -108.10983035299967)"
2014,GU,Guam,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,371,19.9,17.3,22.4,"2,719",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,66,BO1,CAT1,_SMOKER3,RESP068,"(13.444304, 144.793731)"
2014,PR,Puerto Rico,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,368,7.6,6.7,8.5,"2,567",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,72,BO1,CAT1,_SMOKER3,RESP068,"(18.220833, -66.590149)"
2014,UW,All States and DC (median) **,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,51,12.9,,,"2,734",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,98,BO1,CAT1,_SMOKER3,RESP068,
2014,US,"All States, DC and Territories (median) **",Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,53,12.9,,,"2,735",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,99,BO1,CAT1,_SMOKER3,RESP068,
