Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2014,IN,Indiana,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"3,464",32.7,31.5,33.9,"2,614",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,18,BO1,CAT1,_BMI5CAT,RESP039,"(39.766910452000445, -86.14996019399968)"
2014,IA,Iowa,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"2,407",30.9,29.6,32.3,"2,612",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,19,BO1,CAT1,_BMI5CAT,RESP039,"(42.46940091300047, -93.81649055599968)"
2014,KS,Kansas,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"4,110",31.3,30.3,32.2,"2,620",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,20,BO1,CAT1,_BMI5CAT,RESP039,"(38.34774030000045, -98.20078122699965)"
2014,KY,Kentucky,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"3,553",31.6,30.2,33.1,"2,615",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,21,BO1,CAT1,_BMI5CAT,RESP039,"(37.645970271000465, -84.77497104799966)"
2014,LA,Louisiana,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"2,219",34.9,33.4,36.4,"2,615",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,22,BO1,CAT1,_BMI5CAT,RESP039,"(31.31266064400046, -92.44568007099969)"
2014,ME,Maine,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"2,441",28.2,26.9,29.5,"2,605",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,23,BO1,CAT1,_BMI5CAT,RESP039,"(45.254228894000505, -68.98503133599962)"
2014,MD,Maryland,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"3,578",29.6,28.1,31.1,"2,620",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,24,BO1,CAT1,_BMI5CAT,RESP039,"(39.29058096400047, -76.60926011099963)"
2014,MA,Massachusetts,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"3,696",23.3,22.3,24.4,"2,620",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,25,BO1,CAT1,_BMI5CAT,RESP039,"(42.27687047000046, -72.08269067499964)"
2014,MI,Michigan,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"2,533",30.7,29.4,32,"2,621",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,26,BO1,CAT1,_BMI5CAT,RESP039,"(44.6613195430005, -84.71439026999968)"
2014,MN,Minnesota,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"4,382",27.6,26.8,28.5,"2,622",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,27,BO1,CAT1,_BMI5CAT,RESP039,"(46.35564873600049, -94.79420050299967)"
2014,MS,Mississippi,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"1,398",35.5,33.4,37.6,"2,589",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,28,BO1,CAT1,_BMI5CAT,RESP039,"(32.745510099000455, -89.53803082499968)"
2014,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"2,158",30.2,28.6,31.9,"2,616",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,29,BO1,CAT1,_BMI5CAT,RESP039,"(38.635790776000476, -92.56630005299968)"
2014,MT,Montana,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"1,944",26.4,24.9,27.9,"2,601",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,30,BO1,CAT1,_BMI5CAT,RESP039,"(47.06652897200047, -109.42442064499971)"
2014,NE,Nebraska,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"6,633",30.2,29.2,31.2,"2,620",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,31,BO1,CAT1,_BMI5CAT,RESP039,"(41.6410409880005, -99.36572062299967)"
2014,NV,Nevada,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,923,27.7,25.3,30.1,"2,610",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,32,BO1,CAT1,_BMI5CAT,RESP039,"(39.493240390000494, -117.07184056399967)"
2014,NH,New Hampshire,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"1,626",27.4,25.8,29.1,"2,594",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,33,BO1,CAT1,_BMI5CAT,RESP039,"(43.65595011300047, -71.50036091999965)"
2014,NJ,New Jersey,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"3,322",26.9,25.7,28.1,"2,619",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,34,BO1,CAT1,_BMI5CAT,RESP039,"(40.13057004800049, -74.27369128799967)"
2014,NM,New Mexico,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"2,290",28.4,26.9,30,"2,611",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,35,BO1,CAT1,_BMI5CAT,RESP039,"(34.52088095200048, -106.24058098499967)"
2014,NY,New York,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"1,676",27,25.6,28.4,"2,613",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,36,BO1,CAT1,_BMI5CAT,RESP039,"(42.82700103200045, -75.54397042699964)"
2014,NC,North Carolina,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"1,979",29.7,28.4,31,"2,615",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,37,BO1,CAT1,_BMI5CAT,RESP039,"(35.466220975000454, -79.15925046299964)"
2014,ND,North Dakota,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"2,341",32.2,30.5,33.9,"2,577",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,38,BO1,CAT1,_BMI5CAT,RESP039,"(47.47531977900047, -100.11842104899966)"
2014,OH,Ohio,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"3,490",32.6,31.2,34.1,"2,619",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,39,BO1,CAT1,_BMI5CAT,RESP039,"(40.06021014100048, -82.40426005599966)"
2014,OK,Oklahoma,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"2,643",33,31.6,34.3,"2,619",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,40,BO1,CAT1,_BMI5CAT,RESP039,"(35.47203135600046, -97.52107021399968)"
2014,OR,Oregon,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"1,357",27.9,26.2,29.6,"2,607",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,41,BO1,CAT1,_BMI5CAT,RESP039,"(44.56744942400047, -120.15503132599969)"
2014,PA,Pennsylvania,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"3,214",30.2,28.9,31.4,"2,615",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,42,BO1,CAT1,_BMI5CAT,RESP039,"(40.79373015200048, -77.86070029399963)"
2014,RI,Rhode Island,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"1,595",27,25.4,28.6,"2,604",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,44,BO1,CAT1,_BMI5CAT,RESP039,"(41.70828019300046, -71.52247031399963)"
2014,SC,South Carolina,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"3,355",32.1,30.9,33.3,"2,621",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,45,BO1,CAT1,_BMI5CAT,RESP039,"(33.998821303000454, -81.04537120699968)"
2014,SD,South Dakota,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"2,155",29.8,27.9,31.8,"2,608",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,46,BO1,CAT1,_BMI5CAT,RESP039,"(44.353130053000484, -100.3735306369997)"
2014,TN,Tennessee,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"1,486",31.2,29.3,33.1,"2,606",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,47,BO1,CAT1,_BMI5CAT,RESP039,"(35.68094058000048, -85.77449091399967)"
2014,TX,Texas,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"4,403",31.9,30.6,33.3,"2,619",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,48,BO1,CAT1,_BMI5CAT,RESP039,"(31.827240407000488, -99.42677020599967)"
2014,UT,Utah,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"3,656",25.7,24.9,26.6,"2,619",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,49,BO1,CAT1,_BMI5CAT,RESP039,"(39.360700171000474, -111.58713063499971)"
2014,VT,Vermont,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"1,516",24.8,23.5,26.1,"2,582",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,50,BO1,CAT1,_BMI5CAT,RESP039,"(43.62538123900049, -72.51764079099962)"
2014,VA,Virginia,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"2,638",28.5,27.2,29.7,"2,617",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,51,BO1,CAT1,_BMI5CAT,RESP039,"(37.54268067400045, -78.45789046299967)"
2014,WA,Washington,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"2,602",27.3,26,28.5,"2,618",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,53,BO1,CAT1,_BMI5CAT,RESP039,"(47.52227862900048, -120.47001078999972)"
2014,WV,West Virginia,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"2,030",35.7,34.2,37.2,"2,600",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,54,BO1,CAT1,_BMI5CAT,RESP039,"(38.66551020200046, -80.71264013499967)"
2014,WI,Wisconsin,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"2,136",31.2,29.6,32.8,"2,609",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,55,BO1,CAT1,_BMI5CAT,RESP039,"(44.39319117400049, -89.81637074199966)"
2014,WY,Wyoming,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"1,647",29.5,27.4,31.5,"2,608",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,56,BO1,CAT1,_BMI5CAT,RESP039,"(43.23554134300048, -108.10983035299967)"
2014,PR,Puerto Rico,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"1,619",28.3,26.8,29.8,"2,438",%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,72,BO1,CAT1,_BMI5CAT,RESP039,"(18.220833, -66.590149)"
